ENOTA,VLV_MID,VLV_ID,VLV_UIME,VLV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
LV,16490806,80013,Center II-Pokrajinska in študijska knjižnica,,0.15,2014/08/06,2014/08/06,8001013,,V,589012,169603
LV,16490814,80014,"Center III - Ljudska univerza, Slomškova ulica 33",,0.21,2022/09/14,2022/09/15,8001014,,V,588762,169563
LV,16490822,80015,"Partizan I - Osnovna šola III,Trstenjakova ul. 73",,0.47,2004/08/06,2004/08/06,8002015,,V,588942,169183
LV,16490849,80016,"Partizan II-Osnovna šola III, Trstenjakova ul. 73",,4.44,2004/08/06,2004/08/06,8002016,,V,589152,169153
LV,16490857,80017,"Turopolje I - Osnovna šola II,Cankarjeva ulica 91",,0.2,2004/08/06,2004/08/06,8002017,,V,588712,169203
LV,16490865,80018,"Turopolje II-Osnovna šola II,Cankarjeva ulica 91",,2.2,2004/08/06,2004/08/06,8002018,,V,588262,168878
LV,16490873,80019,Nemčavci - vaško-gasilski dom,,3.23,2004/08/06,2004/08/06,8003019,,V,590002,171913
LV,16490881,80020,Polana - gasilski dom,,2.29,2004/08/06,2004/08/06,8003020,,V,587112,171903
LV,16490890,80021,Rakičan - vaški dom,,9.19,2004/08/06,2004/08/06,8003021,,V,591710,168639
LV,16490903,80022,Satahovci - gasilski dom,,3.65,2018/09/14,2018/09/14,8003022,,V,585549,166430
LV,16490911,80023,Veščica - gasilski dom,,3.03,2004/08/06,2004/08/06,8003023,,V,586562,170833
LV,16490920,80024,"Center IV - Ljudska univerza,  Slomškova ul.33",,0.21,2022/09/14,2022/09/15,8001024,,V,589372,169533
LV,16490938,81001,"Avla Osnovne šole Muta, Šolska u. 6",,4.34,2022/09/22,2022/09/22,8102001,i,V,512722,163276
LV,16490946,81002,"Godbeni dom Sp. Muta, Livarska ul. 4",,9.7,2022/09/22,2022/09/22,8103002,,V,512412,165286
LV,16490954,81003,"Družbeni dom Gortina, Gortina 78",,9.89,2022/09/22,2022/09/22,8104003,,V,509551,162856
LV,16490989,81005,"Glasbeni dom Bistriški jarek, Pernice 10a",,14.98,2022/09/22,2022/09/22,8105005,,V,509632,166086
LV,16490997,82001,"Naklo I, Dom Janeza Filipiča, Kranjska c.1, Naklo",,3.8,2014/08/01,2014/08/01,8201001,i,V,447408,126357
LV,16491004,82002,"Naklo II, Občina Naklo, Stara cesta 61, Naklo",,6.63,2022/09/07,2022/09/07,8201002,i,V,448179,125257
LV,16491039,82003,"Podbrezje, Kulturni dom,Podbrezje 147, Naklo",,9.64,2022/09/07,2022/09/07,8201003,i,V,444760,128187
LV,16491047,82004,"Duplje, Gasilski dom, Zgornje Duplje 8, Duplje",,8.17,2022/09/07,2022/09/07,8201004,i,V,446220,129107
LV,16491055,83001,"Dom kulture Nazarje, Savinjska cesta 2",,6.65,2022/09/12,2022/09/12,8301001,,V,496080,130836
LV,16491063,83002,"Gasilski dom Lačja vas, Lačja vas 8",,14.54,2022/09/12,2022/09/12,8303002,,V,495410,129166
LV,16491071,83003,"Šola Šmartno ob Dreti, Šmartno ob Dreti 27",,22.41,2022/09/12,2022/09/12,8304003,,V,492700,127436
LV,16491730,206001,Bela Cerkev 6 - dvorana HŽD,,7.33,2022/09/16,2022/09/16,20604001,i,V,519949,79435
LV,16491748,85001,Birčna vas 1 - Osnovna šola,,9.72,2006/09/18,2006/09/18,8501001,,V,511459,68105
LV,16491756,85023,Dolenje Karteljevo - stara Osnovna šola,,4.43,2006/09/18,2006/09/18,8501023,,V,511129,80955
LV,16491764,157001,"Dolenjske Toplice, Sokolski trg 4 - KKC D.Toplice",,7.61,2010/08/06,2010/08/06,15701001,,V,503899,70545
LV,16491772,193001,"Dolnji Ajdovec 21, gasilski dom",,34.48,2006/09/14,2006/09/14,19301001,,V,499389,75505
LV,16491799,193002,"Vrh pri Križu 17, gasilski dom",,5.53,2006/09/14,2006/09/14,19301002,,V,492349,79095
LV,16491802,85014,"Dolž, Lipnica 5 - Gasilski dom",,16.17,2006/09/18,2006/09/18,8501014,,V,519359,68935
LV,16491829,203003,Drganja sela - Mladinski dom,,5.41,2022/10/06,2022/10/06,20303003,,V,507100,67486
LV,16491837,193003,"Dvor 23d, avla podružnične šole",,33.28,2010/08/20,2010/08/20,19301003,,V,498269,72595
LV,16491845,85019,"Gabrje, Gomile 10 - Kulturni dom",,14.24,2018/09/07,2018/09/12,8501019,,V,520629,70975
LV,16491853,85009,Gorenje Kamence 9 - Janez Miklič,,4.57,2006/09/18,2006/09/18,8501009,,V,510909,77325
LV,16491870,157002,Dolenje Sušice - Vaški dom,,13.67,2018/09/07,2018/09/11,15701002,,V,507589,64375
LV,16491888,170004,"GD Gorenji Globodol, G.Globodol 38,8216 Mirna Peč",,5.55,2022/09/21,2022/09/21,17004004,,V,503299,79225
LV,16491896,193004,"Hinje 38, gasilski dom",,15.16,2014/08/01,2014/08/01,19301004,,V,491149,69605
LV,16491900,85038,Hrušica - kletni prostori KS,,3.34,2014/09/19,2014/09/19,8501038,i,V,518749,71535
LV,16491918,170003,"GD Jablan, Jablan 20, 8216 Mirna Peč",,6.03,2022/09/21,2022/09/21,17003003,,V,507059,78255
LV,16491926,85028,Križe 27 - Gasilski dom,,5.37,2006/09/18,2006/09/18,8501028,,V,517829,74235
LV,16491934,85003,Mali Podljuben 20 - Gasilski dom,,4.65,2018/09/07,2018/09/12,8501003,,V,509109,70685
LV,16491942,85027,Mali Slatnik 7 - Osnovna šola,,7.97,2014/09/19,2014/09/19,8501027,i,V,517159,74955
LV,16491969,170002,"OŠ T. Pavčka, Postaja 1, 8216 Mirna Peč",,14.37,2022/09/16,2022/09/16,17002002,,V,508389,81905
LV,16491977,170001,"Muzej L. Slaka in T. Pavčka, Trg 8,8216 Mirna Peč",,16.75,2022/09/16,2022/09/16,17001001,,V,506139,79155
LV,16491993,85010,"Novo mesto, Dolenje Kamence 3 - Gasilski dom",,7.14,2018/09/07,2018/09/12,8501010,,V,512139,76255
LV,16492019,85013,"Novo mesto, Novi trg 5 - KCJT",,0.44,2022/09/16,2022/09/19,8501013,i,V,512889,73765
LV,16492035,85025,"Novo mesto, Ragovska ul. 18 -Vrtec Ciciban vhod 1",,1.26,2022/09/16,2022/09/19,8501025,,V,513616,74350
LV,16492051,85005,"Novo mesto,Kočevarjeva ul. 40-Osnovna šola vhod 1",,1.03,2022/09/19,2022/09/19,8501005,i,V,512119,75425
LV,16492060,85026,"Novo mesto,Ragovska ul. 18 -Vrtec Ciciban vhod 2",,0.31,2022/09/21,2022/09/21,8501026,i,V,513739,73685
LV,16492078,85035,"Novo mesto, Regrča vas 101 - Dom krajanov",,2.39,2018/09/07,2018/09/12,8501035,,V,512819,71345
LV,16492086,85024,"Novo mesto, Seidlova cesta 28 - Družbeni center",,3.39,2022/09/21,2022/09/21,8501024,,V,513679,74835
LV,16492094,85029,"NM, Seidlova cesta 9 - Gimnazija Novo mesto",,1.13,2018/09/07,2018/09/12,8501029,,V,512629,74405
LV,16492116,85036,"NM, Šmihel 2 - Osnovna šola",,4.68,2022/09/16,2022/09/19,8501036,i,V,511569,71325
LV,16492124,85017,"Novo mesto, Šegova ulica 22 - Vrtec",,0.26,2018/09/07,2018/09/12,8501017,i,V,512159,73435
LV,16492159,85015,"Novo mesto, Topliška cesta 2 - RIC",,4.08,2022/09/16,2022/09/19,8501015,i,V,512395,73704
LV,16492167,85040,"NM, Šentjernejska cesta 10 - Dom krajanov",,1.13,2022/09/16,2022/09/19,8501040,i,V,514529,73435
LV,16492175,85021,"Novo mesto, Trdinova ulica 7- Osnovna šola Grm",,1.18,2014/09/19,2014/09/19,8501021,i,V,513519,73205
LV,16492183,85020,"Novo mesto, Jedinščica 58 - Dom krajanov",,3.58,2022/09/21,2022/09/21,8501020,,V,514109,72405
LV,16492191,85018,"Novo mesto, Ulica Slavka Gruma 9 - prostori KS",,0.14,2014/09/19,2014/09/19,8501018,i,V,512139,73165
LV,16492205,85006,"Novo mesto,Kočevarjeva ul. 40-Osnovna šola vhod 2",,2.59,2022/09/16,2022/09/19,8501006,,V,511529,75085
LV,16492213,85012,"Novo mesto, Brezje 8 - Vrtec",,0.18,2018/09/07,2018/09/12,8501012,i,V,510749,76205
LV,16492221,206003,Orešje - gasilski dom,,3.49,2022/09/21,2022/09/21,20601003,i,V,520499,84055
LV,16492230,85030,"Otočec, Šentpeter 1 - Gasilski dom",,13.38,2018/09/07,2018/09/12,8501030,,V,513899,79715
LV,16492248,85031,Paha 3 - Matjaževa domačija,,7.47,2018/09/07,2018/09/12,8501031,,V,513399,79885
LV,16492256,85033,Podgrad 38 - Gasilski dom,,25.69,2014/09/19,2014/09/19,8501033,i,V,515169,67355
LV,16492264,157004,Podhosta - Prosvetni dom,,14.89,2006/09/01,2006/09/01,15701004,,V,502999,68865
LV,16492272,157003,Podturn pri Dolenjskih Toplicah 12 - Gasilski dom,,69.34,2006/09/01,2006/09/01,15701003,,V,504459,65705
LV,16492299,203004,"Prapreče, Prapreče 22 - Mladinski dom",,4.25,2022/10/06,2022/10/06,20304004,,V,508049,71589
LV,16492302,193005,"Prevole 32, osnovna šola",,10.77,2006/09/14,2006/09/14,19301005,,V,489549,71635
LV,16492329,85034,Prečna 8 - stara Osnovna šola,,8.33,2014/09/19,2014/09/19,8501034,i,V,508829,75925
LV,16492337,85008,Ratež - Gasilski dom,,6.7,2006/09/18,2006/09/18,8501008,,V,518269,75425
LV,16492345,193006,"Reber 16, gasilski dom",,5.94,2010/08/20,2010/08/20,19301006,,V,494509,79405
LV,16492353,203001,Rumanja vas - Mladinski dom,,2.93,2022/10/06,2022/10/06,20301001,,V,505099,70905
LV,16492361,193007,"Sela pri Hinjah 11, Edo Škufca",,9.46,2018/09/10,2018/09/13,19301007,,V,489959,74595
LV,16492370,157005,Soteska 38 - Gasilski dom,,4.59,2018/09/07,2018/09/11,15701005,,V,502749,70455
LV,16492388,85037,Stopiče 3 - Gasilski dom,,14.54,2018/09/07,2018/09/12,8501037,,V,517948,71507
LV,16492396,85002,Stranska vas 70 - Gasilski dom,,11.42,2006/09/18,2006/09/18,8501002,,V,513369,68015
LV,16492400,203006,"Straža, Novomeška cesta 1 - Gasilski dom",,6.42,2022/10/06,2022/10/06,20306006,,V,507759,74145
LV,16492418,203007,"Straža, Na žago 4 - Kulturni dom Straža",,3.56,2022/10/06,2022/10/06,20307007,,V,505789,71835
LV,16492426,206002,Šmarjeta 66 - dvorana Kulturnega doma,,10.58,2018/09/07,2018/09/11,20601002,i,V,517509,84305
LV,16492434,206004,Šmarješke Toplice 116,,5.91,2022/09/16,2022/09/16,20602004,i,V,517199,80285
LV,16492442,193008,"Šmihel pri Žužemberku 38, gasilski dom",,12.67,2006/09/14,2006/09/14,19301008,,V,491479,79415
LV,16492469,85039,"Uršna sela, Vaška cesta 4 - Zadružni dom",,25.56,2022/09/16,2022/09/19,8501039,,V,509709,64165
LV,16492477,203002,"Vavta vas, Vavta vas 1 - Osnovna šola",,3.78,2022/10/06,2022/10/06,20302002,,V,507167,71214
LV,16492485,85007,Velike Brusnice 101- Osnovna šola,,12.96,2014/09/19,2014/09/19,8501007,i,V,520309,74465
LV,16492493,193009,"Veliko Lipje 3, Vaški dom",,8.61,2022/09/16,2022/09/16,19301009,,V,493799,73255
LV,16492507,203005,"Loke, Loke 4 - Inpro d.o.o.",,2.32,2022/10/06,2022/10/06,20305005,,V,509139,72705
LV,16492515,206005,Zbure 29a - gasilski dom,,6.86,2022/09/21,2022/09/21,20605005,i,V,517909,85075
LV,16492523,85032,Ždinja vas 14 - Gasilski dom,,4.37,2018/09/07,2018/09/12,8501032,i,V,513159,78545
LV,16492531,193010,"Žužemberk, Baragova cesta 1, avla osnovne šole",,15.56,2010/08/20,2010/08/20,19301010,,V,494839,76875
LV,16492540,193011,"Žvirče, gasilski dom",,12.77,2006/09/14,2006/09/14,19301011,,V,486329,71465
LV,16492566,86043,ODRANCI I - VAŠKI DOM,,2.79,2002/09/10,2002/09/10,8601001,,V,598192,161663
LV,16492574,86044,ODRANCI II - VAŠKI DOM,,3.19,2002/09/10,2002/09/10,8602002,,V,597140,161096
LV,16492582,86045,ODRANCI III - VAŠKI DOM,,0.94,2002/09/10,2002/09/10,8603003,,V,597732,161453
LV,16492639,87002,"Pri Mlakar Francu, Pavlovski vrh 1",,3.6,2018/08/07,2018/08/07,8701002,,V,590561,145273
LV,16492647,87001,"V prostorih KS Ivanjkovci, Ivanjkovci 1",,9.7,2022/09/12,2022/09/12,8701001,,V,589401,146453
LV,16492655,87003,"Pri Nives Petek, Cerovec St. Vr.31",,1.42,2022/09/12,2022/09/12,8701003,,V,589571,149823
LV,16492663,87004,"V gasilski dom Žerovinci, Žerovinci 7",,3.69,2022/09/12,2022/09/12,8701004,,V,588831,150973
LV,16492671,87005,Pri Trstenjak Mariji Lahonci 1,,4.04,2022/09/12,2022/09/12,8701005,,V,587051,149443
LV,16492698,87006,"Pri Gorjak Zorici, Stanovno 47",,3.19,2022/09/12,2022/09/12,8701006,,V,587881,146493
LV,16492701,87007,"V šoli Runeč, Runeč 26",,2.7,2022/09/12,2022/09/12,8701007,,V,587051,145993
LV,16492710,205007,"Gasilski dom Ključarovci, Sp.Ključarovci13",,4.45,2022/09/12,2022/09/12,20508007,,V,584361,148163
LV,16492728,205006,"Gasilski dom Pršetinci, Pršetinci 23",,2.22,2022/09/12,2022/09/12,20507006,,V,585111,150483
LV,16492736,205005,"Gasilski dom Koračice, Koračice 15",,4.71,2022/09/12,2022/09/12,20505005,,V,582891,150963
LV,16492744,205004,"Kulturni dom pri Sv.Tomažu,Sv.Tomaž44",,6.98,2022/09/12,2022/09/12,20505004,,V,582201,147103
LV,16492779,205002,"Gasilski dom Savci, Savci 68",,8.89,2022/09/12,2022/09/12,20503002,,V,580771,146763
LV,16492787,205001,"Gasilski dom Trnovci, Trnovci 4",,8.39,2022/09/12,2022/09/12,20501001,,V,578311,150583
LV,16492795,87008,"V bifeju Balažic Marjane,Gomila pri Kogu25",,2.06,2022/09/12,2022/09/12,8701008,,V,595851,149463
LV,16492809,87009,"V sejni sobi KS Kog, Kog 7",,6.09,2022/09/12,2022/09/12,8701009,,V,596041,146663
LV,16492825,87010,"V gasilskem domu Vitan, Vitan 4",,6.06,2022/09/12,2022/09/12,8701010,,V,596231,144873
LV,16492833,87011,"V gasilsko vaškem domu Hermanci,Hermanci 54",,4.77,2022/09/12,2022/09/12,8701011,,V,593711,149443
LV,16492841,87012,"V domu kul. Miklavž pri Orm.,Miklav. pri Ormožu35",,11.32,2022/09/12,2022/09/12,8701012,,V,594011,147303
LV,16492876,87013,"Pri Janežič Avgustu, Veliki Brebrovnik41",,3.03,2022/09/12,2022/09/12,8701013,,V,591871,145923
LV,16492914,202001,"Os.šola Središče ob Dravi, Slovenska c.22",,4.11,2014/08/05,2014/08/05,20201001,,V,597831,140063
LV,16492922,202004,"Čebelarski dom Grabe, Grabe 31",,5.23,2014/08/05,2014/08/05,20204004,,V,596551,140583
LV,16492949,202006,V brunarici Rekreacijskega dr. Godeninci,,2.27,2018/09/04,2018/09/04,20206006,,V,597191,143423
LV,16492957,202003,"Dom kulture Obrež, Obrež 85",,8.01,2014/08/05,2014/08/05,20203003,,V,595451,140543
LV,16492965,202005,"Pri Zajc Jožetu, Šalovci 12",,5.82,2018/09/04,2018/09/04,20205005,,V,594081,143213
LV,16492973,87014,"Vaški dom Lešnica, Lešnica 20a",,5.3,2022/09/12,2022/09/12,8702014,,V,587011,144803
LV,16492981,87015,"Gas.dom Sp. Ključarovci, Sp.Ključarovci13",,3.27,2022/09/12,2022/09/12,8702015,,V,584751,146413
LV,16493007,87016,"Pri Bogša Ivanu, Litmerk 15b",,3.37,2022/09/12,2022/09/12,8702016,,V,588661,145043
LV,16493015,87017,"V vaškem domu Dobrava, Dobrava17b",,2.56,2022/09/12,2022/09/12,8702017,,V,588083,143556
LV,16493023,87018,"V gasilskem domu Hardek, Hardek17",,1.17,2022/09/12,2022/09/12,8702018,,V,589241,142713
LV,16493031,87019,"Pri Kralj Ludviku, Pavlovci 28",,2.79,2022/09/12,2022/09/12,8702019,,V,590211,142853
LV,16493040,87020,"V stari šoli Hum, Hum pri Ormožu 1",,3.87,2022/09/12,2022/09/12,8702020,,V,591833,142301
LV,16493058,87021,"V gasilskem domu Loperšice, Loperšice 3",,2.81,2022/09/12,2022/09/12,8702021,,V,592461,141253
LV,16493066,87022,"V vaškem domu Frankovci, Frankovci 26a",,4.73,2022/09/12,2022/09/12,8702022,,V,592051,140493
LV,16493074,87023,"V vaškem domu Pušenci, Pušenci 27a",,3.11,2022/09/12,2022/09/12,8702023,,V,590631,141093
LV,16493082,87024,"Dom društev Ormož, Ljutomerska cesta 30",,2.44,2022/09/12,2022/09/12,8702024,,V,589210,141110
LV,16493104,87025,"Dom kulture Ormož, Skolibrova ul.17",,0.61,2022/09/12,2022/09/12,8702025,,V,588231,141623
LV,16493112,87026,"Dom Medobč.zv.upok. Ormož, Dr.Hrovata8",,0.83,2022/09/12,2022/09/12,8702026,,V,588011,141403
LV,16493147,87027,"Pri Leben Miran, Hajndl 1",,0.75,2022/09/12,2022/09/12,8703027,,V,586491,142693
LV,16493155,87028,"Gas.dom Vel. Nedelja, Velika Nedelja 8a",,4.98,2022/09/12,2022/09/12,8703028,,V,585484,141461
LV,16493163,87029,"Gasilski dom Senešci, Senešci 9",,5.02,2022/09/12,2022/09/12,8703029,,V,583711,143483
LV,16493201,87030,"Pri Cimerman Janku, Šardinje 54a",,2.76,2022/09/12,2022/09/12,8703030,,V,584741,145273
LV,16493210,87031,"V gasilskem domu Trgovišče, Trgovišče 31",,5.95,2022/09/12,2022/09/12,8703031,,V,584101,142133
LV,16493228,87032,"V Bombekovi hiši, Velika Nedelja 10",,2.07,2022/09/12,2022/09/12,8703032,,V,585776,143287
LV,16493236,87033,"Pri Vesenjak Mihaeli, Vičanci 10",,3.7,2022/09/12,2022/09/12,8703033,,V,583778,145710
LV,16493244,87034,"V gasilskem domu Cvetkovci, Cvetkovci10c",,5.62,2022/09/12,2022/09/12,8703034,,V,581781,141933
LV,16493252,87035,"V vaškem domu Osluševci, Osluševci 20",,2.31,2022/09/12,2022/09/12,8703035,,V,580541,141613
LV,16493279,87036,"V Krajevni skupnosti Podgorci, Podgorci 23b",,2.96,2022/09/12,2022/09/12,8703036,,V,580911,143273
LV,16493287,87037,"V gasilskem domu Bresnica, Bresnica 19",,4.72,2022/09/12,2022/09/12,8703037,,V,579711,144063
LV,16493295,87038,"Pri Megla Albinu, Strjanci 19",,2.38,2022/09/12,2022/09/12,8703038,,V,580911,145153
LV,16493309,89001,"Osnovna šola v Jarenini, Jareninski Dol 26",,8.82,2022/09/23,2022/09/23,8901001,,V,553432,165724
LV,16493325,89003,"Dveri-pax, Polički Vrh 1",,7.06,2018/09/06,2018/09/06,8901003,,V,553112,169154
LV,16493333,89004,"Kulturna dvorana Jakob, Sp. Jakobski Dol 2",,17,2018/09/06,2018/09/06,8901004,,V,555133,166661
LV,16493350,89006,"KS Pernica, Pernica 8",,17.81,2002/09/10,2002/09/12,8901006,,V,553842,159884
LV,16493368,89007,"VKTPC Pesnica, Pesnica pri Mariboru 41",,10.17,2022/09/13,2022/09/13,8901007,,V,551429,163585
LV,16493376,89008,"VKTPC Pesnica, Pesnica pri Mariboru 41",,8.78,2022/09/13,2022/09/13,8901008,,V,551242,166564
LV,16493538,91029,Osnovna šola Pivka,,6.99,2010/08/25,2010/08/26,9101001,,V,437398,60376
LV,16493546,91030,Osnovna šola Pivka,,1.05,2010/03/03,2010/04/08,9101002,,V,436488,61906
LV,16493554,91031,Osnovna šola Pivka,,48.86,2014/10/01,2014/10/01,9101003,,V,437388,61416
LV,16493589,91033,Gasilski dom Palčje,,30.56,2010/08/25,2010/08/26,9101005,,V,442138,59826
LV,16493597,91034,Kulturni dom Juršče,,36.78,2010/03/03,2010/04/08,9101006,,V,445078,58676
LV,16493619,91035,Gasilski dom Zagorje,,14.7,2010/08/25,2010/08/26,9101007,,V,439358,57606
LV,16493627,91036,Osnovna šola Šmihel,,19.39,2010/10/26,2010/08/26,9101008,,V,437188,56296
LV,16493635,91037,O.Š. Dolnja Košana 61,,20.65,2018/09/14,2018/09/14,9101009,,V,433458,57446
LV,16493643,91038,"Hiša Požar, Čepno 15",,2.25,2010/08/25,2010/08/26,9101010,,V,429608,59386
LV,16493651,91039,"Hiša Gustinčič, Volče 14A",,13.52,2022/09/09,2022/09/09,9101011,,V,429768,61566
LV,16493660,91040,"Hiša Biščak Anton, Buje",,5.19,2010/03/03,2010/04/08,9101012,,V,428888,57696
LV,16493678,91041,Vaška hiša Suhorje 23,,5.66,2018/09/14,2018/09/14,9101013,,V,430228,55736
LV,16493686,91042,Stara o. š. Kal 90,,7.35,2010/03/03,2010/04/08,9101014,,V,434928,59156
LV,16493694,93001,"Kulturni dom Podvelka, Podvelka 55",,12.04,2022/09/13,2022/09/13,9301001,,V,525192,160795
LV,16493708,93002,"Osnovna šola Brezno-Podvelka, Brezno 78",,9.99,2022/09/13,2022/09/13,9302002,,V,522642,162135
LV,16493716,93003,"Dvorana Ožbalt, Ožbalt 3",,27.22,2022/09/13,2022/09/13,9305003,,V,527442,161915
LV,16493724,93004,"Podružnična OŠ Kapla, Spodnja Kapla 2",,30.59,2022/09/13,2022/09/13,9304004,,V,530902,166725
LV,16493732,177003,"OŠ Ribnica na Poh.- jedilnica, Ribnica na Poh. 29",,19.74,2022/09/13,2022/09/13,17703003,,V,520967,155350
LV,16493759,93005,"Podružnična OŠ Lehen, Lehen na Pohorju 49",,24.01,2022/09/13,2022/09/13,9303005,,V,526872,158385
LV,16493767,177002,"Kulturna dvorana Josipdol, Josipdol 29",,10.71,2022/09/13,2022/09/13,17702002,,V,523082,155175
LV,16493775,94001,"SREDNJA GOZD. IN LES. ŠOLA POSTOJNA,Tržaška c.36",,3.26,2014/07/16,2014/08/05,9401001,,V,438058,70766
LV,16493783,94002,AVLA INŠTITUTA ZA RAZISKOVANJE KRASA ZRC SAZU,,1.15,2022/09/14,2022/09/14,9401002,,V,438468,70716
LV,16493791,94003,"AVLA KULTURNEGA DOMA POSTOJNA I., Gregorčičev 2a",,28.34,2018/09/14,2018/09/14,9401003,,V,439878,72486
LV,16493805,94004,"AVLA KULTURNEGA DOMA POSTOJNA II., Gregorčičev 2a",,0.1,2018/09/14,2018/09/14,9401004,,V,438968,70936
LV,16493813,94005,"GOSTILNA ""BRNE"", Ljubljanska cesta 32",,1.07,2014/07/16,2014/08/05,9401005,,V,438848,70966
LV,16493821,94006,OŠ A. GLOBOČNIKA POSTOJNA,,0.17,2022/09/14,2022/09/14,9401006,,V,439338,70526
LV,16493830,94007,OŠ A. GLOBOČNIKA POSTOJNA,,0.05,2022/09/14,2022/09/14,9401007,,V,438968,70556
LV,16493848,94008,OŠ A. GLOBOČNIKA POSTOJNA,,0.13,2022/09/14,2022/09/14,9401008,,V,438868,70516
LV,16493856,94009,OŠ A. GLOBOČNIKA POSTOJNA,,0.11,2022/09/14,2022/09/14,9401009,,V,438788,70576
LV,16493864,94010,OŠ A. GLOBOČNIKA POSTOJNA,,0.02,2022/09/14,2022/09/14,9401010,,V,438842,70207
LV,16493899,94011,"DOM UPOKOJENCEV POSTOJNA, Rožna ulica 10",,1.71,2018/09/14,2018/09/14,9401011,,V,438838,70026
LV,16493902,94012,"PODJETNIŠKI INKUBATOR VELIKI OTOK,Veliki Otok 44b",,15.68,2018/09/25,2018/09/25,9401012,,V,437428,71766
LV,16493929,94013,KULTURNI DOM MIROSLAVA VILHARJA PLANINA,,38.12,2018/09/14,2018/09/14,9401013,,V,441938,76996
LV,16493937,94014,"KULTURNI DOM STUDENO, Studeno 67",,10.81,2018/09/14,2018/09/14,9401014,,V,436208,76377
LV,16493945,94015,"KULTURNI DOM BUKOVJE, Bukovje 3",,43.4,2018/09/14,2018/09/14,9401015,,V,434408,75897
LV,16493953,94016,"KULTURNI DOM LANDOL, Landol 22",,4.28,2018/09/14,2018/09/14,9401016,,V,432568,72916
LV,16493961,94017,"KULT. DOM ŠMIHEL POD NANOSOM,Šmihel pod Nanosom 6",,10.97,2018/09/14,2018/09/14,9401017,,V,431548,73506
LV,16493970,94018,"OŠ HRUŠEVJE, Hruševje 82a",,23.07,2018/09/25,2018/09/25,9401018,,V,429648,70586
LV,16493988,94019,"KULTURNI DOM VELIKO UBELJSKO, Veliko Ubeljsko 3",,15.3,2018/09/14,2018/09/14,9401019,,V,429118,72286
LV,16493996,94020,"GASILSKI DOM RAZDRTO, Razdrto 4",,5.4,2018/09/18,2018/09/18,9401020,,V,426858,68966
LV,16494003,94021,"DOM KRAJANOV BOLK, Hrenovice 40a",,6.51,2018/09/14,2018/09/14,9401021,,V,433678,69906
LV,16494011,94022,"KULTURNI DOM HRAŠČE, Hrašče 84",,6.57,2018/09/14,2018/09/14,9401022,,V,434137,71225
LV,16494020,94023,"GOSTILNA ČERNAČ, Rakitnik 39",,6.76,2018/09/14,2018/09/14,9401023,,V,437276,67165
LV,16494038,94024,"OSNOVNA ŠOLA PRESTRANEK, Ulica 25.maja 14a",,23.56,2018/09/14,2018/09/14,9401024,,V,436778,65486
LV,16494046,94025,"KULTURNI DOM SLAVINA, Slavina 31",,6.87,2018/09/14,2018/09/14,9401025,,V,435968,63896
LV,16494054,94026,"KULTURNI DOM OREHEK, Orehek 58",,9.09,2018/09/14,2018/09/14,9401026,,V,434168,68036
LV,16494062,95002,"Zgornja Bela, Dom krajanov, Zgornja Bela 67",,5.39,2007/11/05,2007/11/05,9502002,,V,453480,128337
LV,16494089,95005,"Preddvor I, Večnamenski info center,Dvorski trg 3",,2.1,2018/09/11,2018/09/11,9505005,,V,455350,129657
LV,16494097,95006,"Tupaliče, Pension Zaplata, Tupaliče 32",,5.55,2007/11/05,2007/11/05,9506006,,V,455780,127907
LV,16494127,95003,"Kokra, Osnovna šola Kokra, Kokra 23",,52.79,2018/09/11,2018/09/11,9503003,,V,462390,133157
LV,16494135,163001,"Sp. Jezersko, Gostilna Kanonir, Sp. Jezersko 5",,27.85,2007/11/05,2007/11/05,16301001,,V,459131,138158
LV,16494143,163002,"Zg. Jezersko, Korotan, Zgornje Jezersko 57",,40.86,2014/08/01,2014/08/01,16301002,i,V,461290,139607
LV,16494151,97701,"BEZNOVCI, GASILSKI DOM",,2.77,1996/10/28,1996/10/28,9702001,,V,581902,177523
LV,16494160,97702,"BODONCI, GASILSKI DOM",,7.37,1996/10/28,1996/10/28,9702002,,V,584912,178813
LV,16494178,97703,"BOKRAČI, GASILSKI DOM",,2.84,1996/10/28,1996/10/28,9701003,,V,591402,177623
LV,16494186,97704,"BREZOVCI, GASILSKI DOM",,4.23,1996/10/28,1996/10/28,9701004,,V,585725,174649
LV,16494194,97705,"DANKOVCI, GASILSKI DOM",,4.2,1996/10/28,1996/10/28,9703005,,V,589012,181213
LV,16494208,97706,"DOLINA, GASILSKI DOM",,3.33,1996/10/28,1996/10/28,9701006,,V,590592,178293
LV,16494216,97707,"GORICA, večnamenski objekt pri igrišču",,3.7,2018/09/14,2018/09/14,9701007,,V,587802,174263
LV,16494224,97708,"KUŠTANOVCI, GASILSKI DOM",,5.87,1996/10/28,1996/10/28,9703008,,V,590688,182695
LV,16494232,97709,"LEMERJE, GASILSKI DOM",,4.98,1996/10/28,1996/10/28,9701009,,V,584392,175013
LV,16494259,97710,"MAČKOVCI, GASILSKI DOM",,5.55,2010/08/18,2010/08/18,9703010,,V,588842,183353
LV,16494267,97711,"MOŠČANCI, GASILSKI DOM",,3.2,1996/10/28,1996/10/28,9703011,,V,589592,179953
